CLASSIFICADOR,F1,PRECISAO,REVOGACAO,TESTE [s] ,TREINAMENTO [s]
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 15, 'metric': 'chebyshev', 'n_neighbors': 10, 'novelty': True}",0.8819444444444446,0.8819444444444446,0.8819444444444446,0.0008376240730285645,0.0005827016300625271
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 45, 'metric': 'chebyshev', 'n_neighbors': 20, 'novelty': True}",0.8819444444444446,0.8819444444444446,0.8819444444444446,0.0007522702217102051,0.0006913476520114475
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 45, 'metric': 'chebyshev', 'n_neighbors': 10, 'novelty': True}",0.8819444444444446,0.8819444444444446,0.8819444444444446,0.0006671945254007975,0.0008311536577012804
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 15, 'metric': 'chebyshev', 'n_neighbors': 15, 'novelty': True}",0.8819444444444446,0.8819444444444446,0.8819444444444446,0.0007500449816385905,0.0007499853769938151
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 15, 'metric': 'chebyshev', 'n_neighbors': 20, 'novelty': True}",0.8819444444444446,0.8819444444444446,0.8819444444444446,0.0008066561486985949,0.0006964074240790473
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 45, 'metric': 'chebyshev', 'n_neighbors': 15, 'novelty': True}",0.8819444444444446,0.8819444444444446,0.8819444444444446,0.000804954104953342,0.000693923897213406
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 30, 'metric': 'chebyshev', 'n_neighbors': 20, 'novelty': True}",0.8819444444444446,0.8819444444444446,0.8819444444444446,0.0008352531327141656,0.0008061859342787
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 30, 'metric': 'chebyshev', 'n_neighbors': 15, 'novelty': True}",0.8819444444444446,0.8819444444444446,0.8819444444444446,0.0007210572560628256,0.0007199115223354764
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 30, 'metric': 'chebyshev', 'n_neighbors': 10, 'novelty': True}",0.8819444444444446,0.8819444444444446,0.8819444444444446,0.0006945663028293186,0.0008574061923556858
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 15, 'metric': 'l1', 'n_neighbors': 15, 'novelty': True}",0.8773148148148152,0.8773148148148152,0.8773148148148152,0.000809225771162245,0.0005256268713209364
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 15, 'metric': 'l1', 'n_neighbors': 10, 'novelty': True}",0.8773148148148152,0.8773148148148152,0.8773148148148152,0.0008100536134507921,0.0006932285096910265
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 15, 'metric': 'cityblock', 'n_neighbors': 20, 'novelty': True}",0.8773148148148152,0.8773148148148152,0.8773148148148152,0.0008314715491400824,0.000721381770239936
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 15, 'metric': 'cityblock', 'n_neighbors': 15, 'novelty': True}",0.8773148148148152,0.8773148148148152,0.8773148148148152,0.0008916589948866102,0.0006638036833869086
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 15, 'metric': 'cityblock', 'n_neighbors': 10, 'novelty': True}",0.8773148148148152,0.8773148148148152,0.8773148148148152,0.0008328954378763834,0.0007235474056667752
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 45, 'metric': 'l1', 'n_neighbors': 10, 'novelty': True}",0.8773148148148152,0.8773148148148152,0.8773148148148152,0.0007226798269483778,0.0005265805456373426
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 45, 'metric': 'cityblock', 'n_neighbors': 10, 'novelty': True}",0.8773148148148152,0.8773148148148152,0.8773148148148152,0.0006685190730624729,0.000666307078467475
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 45, 'metric': 'cityblock', 'n_neighbors': 15, 'novelty': True}",0.8773148148148152,0.8773148148148152,0.8773148148148152,0.0007548398441738553,0.0006663335694207086
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 45, 'metric': 'cityblock', 'n_neighbors': 20, 'novelty': True}",0.8773148148148152,0.8773148148148152,0.8773148148148152,0.0006966988245646158,0.0006927516725328234
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 15, 'metric': 'l1', 'n_neighbors': 20, 'novelty': True}",0.8773148148148152,0.8773148148148152,0.8773148148148152,0.0007550186581081814,0.000718235969543457
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 30, 'metric': 'l1', 'n_neighbors': 10, 'novelty': True}",0.8773148148148152,0.8773148148148152,0.8773148148148152,0.000692903995513916,0.0006954934861924914
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 30, 'metric': 'l1', 'n_neighbors': 15, 'novelty': True}",0.8773148148148152,0.8773148148148152,0.8773148148148152,0.0007807744873894586,0.000693413946363661
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 30, 'metric': 'l1', 'n_neighbors': 20, 'novelty': True}",0.8773148148148152,0.8773148148148152,0.8773148148148152,0.0007533762190077039,0.0007488131523132324
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 45, 'metric': 'l1', 'n_neighbors': 15, 'novelty': True}",0.8773148148148152,0.8773148148148152,0.8773148148148152,0.0006707310676574707,0.0006933410962422689
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 15, 'metric': 'manhattan', 'n_neighbors': 20, 'novelty': True}",0.8773148148148152,0.8773148148148152,0.8773148148148152,0.0005277792612711588,0.00083058410220676
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 45, 'metric': 'manhattan', 'n_neighbors': 15, 'novelty': True}",0.8773148148148152,0.8773148148148152,0.8773148148148152,0.0006960299279954699,0.0008068879445393881
"Local Outlier Factor (LOF): {'algorithm': 'auto', 'contamination': 'auto', 'leaf_size': 45, 'metric': 'manhattan', 'n_neighbors': 20, 'novelty': True}",0.8773148148148152,0.8773148148148152,0.8773148148148152,0.0007490383254157172,0.0005823704931471082
